Status per object type;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Revision date:;yyyy-mm-dd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0009;"Fixed time control.
Traffic actuated control deactivated and a pre-timed control is used.
Usually only used in case normal detectors can't be used, e.g. during maintenance work.
Please note that all values in this status uses comma-separated lists - one value for each intersection, e.g. ""0"" and ""True"" (one intersection) or ""1,2"" and ""True,False"" (two intersections).";intersection;integer;[0-255];"Comma separated list of intersections which the status relates to, e.g. “1,2”.
Use “0” for all intersections of the TLC.";status;boolean;"-False
-True";"False: Fixed time control inactive
True: Fixed time control active";source;string;"-operator_panel
-calendar_clock
-control_block
-forced
-startup
-other";"Source of the status change
operator_panel: Operator panel
calendar_clock: Calendar/clock
control_block: Control block
forced: Forced due to external command e.g. supervisor
startup: Set after startup mode
other: Other reason";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0010;"Isolated control.
Isolated control mode indicates that the controller operates independently of any other traffic light controller. This may be different depending on traffic program (time plan).
Used to determine if the controller is operating independently or operating with other controllers (coordination).
Please note that all values in this status uses comma-separated lists - one value for each intersection, e.g. ""0"" and ""True"" (one intersection) or ""1,2"" and ""True,False"" (two intersections).";intersection;integer;[0-255];"Comma separated list of intersections which the status relates to, e.g. “1,2”.
Use “0” for all intersections of the TLC.";status;boolean;"-False
-True";"False: Isolated control disabled
True: Isolated control enabled (Vehicle actuated control or Fixed time control)";source;string;"-operator_panel
-calendar_clock
-control_block
-forced
-startup
-other";"Source of the status change
operator_panel: Operator panel
calendar_clock: Calendar/clock
control_block: Control block
forced: Forced due to external command e.g. supervisor
startup: Set after startup mode
other: Other reason";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0011;"Yellow flash.
The controller shows yellow flash.
Yellow flash may be used during a serious fault (depending on configuration) or maintenance work. It can also be manually set using M0001.
Some countries may use yellow flash as an normal operating mode, and not necessarily during fault.
Please note that all values in this status uses comma-separated lists - one value for each intersection, e.g. ""1,2"" and ""True,False""";intersection;integer;[0-255];"Comma separated list of intersections which the status relates to, e.g. “1,2”.
Use “0” for all intersections of the TLC.";status;boolean;"-False
-True";"False: Yellow flash disabled
True: Yellow flash enabled";source;string;"-operator_panel
-calendar_clock
-control_block
-forced
-startup
-other";"Source of the status change
operator_panel: Operator panel
calendar_clock: Calendar/clock
control_block: Control block
forced: Forced due to external command e.g. supervisor
startup: Set after startup mode
other: Other reason";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0012;"All red.
The controller show all red.
All red can be manually set using the controllers operating panel during maintenance work.
Please note that all values in this status uses comma-separated lists - one value for each intersection, e.g. ""1,2"" and ""True,False""";intersection;integer;[0-255];"Comma separated list of intersections which the status relates to, e.g. “1,2”.
Use “0” for all intersections of the TLC.";status;boolean;"-False
-True";"False: All red disabled
True: All red enabled";source;string;"-operator_panel
-calendar_clock
-control_block
-forced
-startup
-other";"Source of the status change
operator_panel: Operator panel
calendar_clock: Calendar/clock
control_block: Control block
forced: Forced due to external command e.g. supervisor
startup: Set after startup mode
other: Other reason";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0013;"Police key
The controller is forced to dark mode or yellow flash.
The ""police key"" is a external control switch present in some controllers that manually switches the controller to either dark mode or yellow flash.
Please note that all values in this status uses comma-separated lists - one value for each intersection, e.g. ""1,2"" and ""0,1""";intersection;integer;[0-255];"Comma separated list of intersections which the status relates to, e.g. “1,2”.
Use “0” for all intersections of the TLC.";status;integer;"-0
-1
-2
-3";"0: disabled
1: dark mode
2: yellow flash
3: all red";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0014;"Current time plan.
The current time plan (signal program) used in the controller. There may be 1-255 predefined time plans.
The time plan (signal program) may change signal timings, cycle time, control strategy and much more. Typical usage is is scenario based control where change of program is used to change priority etc.";status;integer;[1-255];Current time plan;source;string;"-operator_panel
-calendar_clock
-control_block
-forced
-startup
-other";"Source of the status change
operator_panel: Operator panel
calendar_clock: Calendar/clock
control_block: Control block
forced: Forced due to external command e.g. supervisor
startup: Set after startup mode
other: Other reason";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0015;"Current traffic situation.
The current traffic situation used in the controller.
Used for area-based control where a command can be sent to a master traffic light controller about which predefined traffic situation to use (1-255).
Traffic situation is a concept used to divide multiple TLC's into areas and sub-areas. The traffic situation gives the possibility to change the TLC sub-area dynamically depending on the time of day and the traffic flow. Depending on the traffic situation each TLC selects the time plan dynamically.";status;integer;[1-255];Current traffic situation;source;string;"-operator_panel
-calendar_clock
-control_block
-forced
-startup
-other";"Source of the status change
operator_panel: Operator panel
calendar_clock: Calendar/clock
control_block: Control block
forced: Forced due to external command e.g. supervisor
startup: Set after startup mode
other: Other reason";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0016;"Number of detector logics.
Can be used by the management system to check the number of detector logics configured in the controller.";number;integer;[1-65025];Number of detector logics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0017;"Number of signal groups.
Can be used for the management system to check the number of signal groups configured in the controller.";number;integer;[1-65025];Number of signal groups;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0018;"Number of time plans
Can be used for the management system to check the number of time plans configured in the controller.";number;integer;[1-65025];Number of time plans (depreciated);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0019;"Number of traffic situations.
Can be used for the management system to check the number of traffic situations configured in the controller.";number;integer;[1-65025];Number of traffic situations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0020;"Control mode.
Can be used for the management system to check the current control mode (startup, normal, standby, failure, test).
Please note that all values in this status uses comma-separated lists - one value for each intersection, e.g. ""1,2"" and ""startup,control""";intersection;integer;[0-255];"Comma separated list of intersections which the status relates to, e.g. “1,2”.
Use “0” for all intersections of the TLC.";controlmode;string;"-startup
-control
-standby
-failure
-test";"startup: Startup mode
control: Normal control
standby: Standby mode
failure: Failure mode
test: Test mode";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0021;"Manually set detector logic.
Provides status of detector logic (1-255) regarding if they are either forced to true or false.
Can be used to connect RSMP compatible detection equipment to the traffic light controller. Can also be used for prioritization.";detectorlogics;string;[string];Manually set detector logics (1/0) as text field;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0022;"List of time plans.
Provides a list of the configured time plans which is possible to use. This status was added due to status S0018 only provides the total number of time plans and not which were possible to use with M0002.
Can be used for the management system to check the number of time plans configured in the controller.";status;string;[string];"Comma separated list of configured time plans. E.g. ""1,2,3,5""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0023;"Dynamic bands.
Provides a list of all defined dynamic bands. Dynamic bands moves start of signal groups in the cycle and changes the signal timings.
A typical usage of dynamic bands is scenario based control where changing of signal timings is used for optimal traffic flow.";status;string;[string];"Dynamic bands.
Each dynamic band are written as pp-dd-ee where:
pp=Time plan
dd=Dynamic band number (from 1-10)
ee=Extension in seconds in this band

Each dynamic band is separated with a comma.

E.g.
pp-dd-ee,pp-dd-ee";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0024;"Offset time.
Offset time is used to define an offset between intersections in coordinated control. It is based on the expected travel time between intersections.
Can be used by the management system to check to fine tune the coordination for optimal traffic flow.";status;string;[string];"Offset table
Each offset time is written as pp-tt where:
pp=time plan
tt=offset time in seconds

Each offset time is separated with a comma

E.g.
pp-tt,pp-tt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Signal group;;S0025;"Time-of-Green / Time-of-Red.
Provides predicted signal timings of green and red for each signal group. Max, min and likely time to green and red.";minToGEstimate;timestamp;;"Time stamp for the minimum time for the signal group to go to green. If the signal group is green, it is the minimum time for the next green.
Format according to W3C XML dateTime with a resolution of 3 decimal places. All time stamps in UTC. E.g. 2009-10-02T14:34:34.341Z";maxToGEstimate;timestamp;;"Time stamp for the maximum time for the signal group to go to green. If the signal group is green, it is the maximum time for the next green.
Format according to W3C XML dateTime with a resolution of 3 decimal places. All time stamps in UTC. E.g. 2009-10-02T14:34:34.341Z";likelyToGEstimate;timestamp;;"Time stamp for the most likely time for the signal group to go to green. If the signal group is green, it is the most likely time for the next green.
Format according to W3C XML dateTime with a resolution of 3 decimal places. All time stamps in UTC. E.g. 2009-10-02T14:34:34.341Z";ToGConfidence;integer;[0-100];Confidence of the likelyToGEstimate. 0-100%;minToREstimate;timestamp;;"Time stamp for the minimum time for the signal group to go to red. If the signal group is red, it is the minimum time for the next red.
Format according to W3C XML dateTime with a resolution of 3 decimal places. All time stamps in UTC. E.g. 2009-10-02T14:34:34.341Z";maxToREstimate;timestamp;;"Time stamp for the maximum time for the signal group to go to red. If the signal group is red, it is the maximum time for the next red.
Format according to W3C XML dateTime with a resolution of 3 decimal places. All time stamps in UTC. E.g. 2009-10-02T14:34:34.341Z";likelyToREstimate;timestamp;;"Time stamp for the most likely time for the signal group to go to red. If the signal group is red, it is the most likely time for the next red.
Format according to W3C XML dateTime with a resolution of 3 decimal places. All time stamps in UTC. E.g. 2009-10-02T14:34:34.341Z";ToRConfidence;integer;[0-100];Confidence of the likelyToREstimate. 0-100%;;;;;;;;
Traffic Light Controller;;S0026;"Week time table.
Week time table for signal programs (time plan) to use for each day during a week.
The week time table determine which predefined signal timings (time plan) to use during the week for optimal traffic flow.";status;string;[string];"Week time table. Defines time table to use for each week day
Each day is written as d-t where:
d=day of week
t=time table nr

Day of week legend:
0=Monday
1=Tuesday
2=Wednesday
3=Thursday
4=Friday
5=Saturday
6=Sunday

Each segment is separated with a comma
E.g.
d-t,d-t";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0027;"Time tables.
Time of day for when to switch signal program (time plan).
The signal timings (time plan) to use during time of day for optimal traffic flow.";status;string;[string];"Time Table. Defines time tables.
Each time definition is written as t-o-h-m where:
t=time table nr (1-12)
o=function
h=hour - switching time
m=minute - switching minute

Function legend:
0=no plan is selected by time table
1=set plan 1
…
16= set plan 16

hour and minute is using local time (not UTC)

Each time definition is separated with a comma

E.g.
t-o-h-m,t-o-h-m";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0028;"Cycle time.
Cycle time (or cycle length) is the sum of all phases in a time plan (traffic program). This time is fixed when using fixed time control or coordination (except ""local coordination""). When the cycle counter reaches this length it is reset back to zero.
Changing the cycle time can be used as part of scenario based control.";status;string;[string];"Cycle time table
Each cycle time is written as pp-tt where:
pp=time plan
tt=cycle time in seconds

Each cycle time is separated with a comma

E.g.
pp-tt,pp-tt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0029;"Forced input status.
Provide status of input (1-255) regarding if they are forced or not. Can be used for all types of input where the traffic light controller must react to external control.
Can be used for bus priority, coordination between traffic controllers, external control systems, and much more.";status;string;[string];Forced input status as text field;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0030;"Forced output status.
Provide status of output (1-255) regarding if they are forced or not. Can be used for all types of output where the traffic light controller needs to control other equipment.
Can be used for bus priority, coordination between traffic controllers, external control systems, and much more.";status;string;[string];Forced output status as text field;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0031;"Trigger level sensitivity for loop detector.
The trigger level sensitivity determines at what level the loop detector should trigger. If it set too low then then traffic will not be detected as intended. If it is set too high the detector might give false positives.
Can be used to make sure that the detectors detect traffic as intended.";status;string;[string];"Loop detector trigger level sensitivity is written as dd-ss where:
dd=loop detector number
ss=sensitivity value
Each loop detector is separated with a comma. E.g.dd-ss,dd-ss.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0032;"Coordinated control
This status is used when coordination between traffic light controllers is active. Coordination is described in detail in the corresponding section
Please note that all values in this status uses comma-separated lists - one value for each intersection, e.g. “1,2” and “centralized,off”";intersection;integer;[0-255];"Comma separated list of intersections which the status relates to, e.g. “1,2”.
Use “0” for all intersections of the TLC.";status;string;"-local
-centralized
-off";"local: Local coordination
centralized: Coordination with synchronized clock
off: Coordination not active";source;string;"-operator_panel
-calendar_clock
-control_block
-forced
-startup
-other";"Source of the status change
operator_panel: Operator panel
calendar_clock: Calendar/clock
control_block: Control block
forced: Forced due to external command e.g. supervisor
startup: Set after startup mode
other: Other reason";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0033;"Signal Priority Status
This status can be used to get updates about priority requests. For example, you can use it to know when priority requests are activated or cancelled.
A list of priorities is returned, referred to by their request ids. The same request id can appear only once.
All priorities are included in the list (not only the ones that have changed state since the last update). This is done regardless of whether the status is send in respond to a status request, or due to a status subscription, and also regardless of whether a status subscription uses an update interval, or send-on-change, or both.
If you subscribe using an update interval, you’re not guaranteed to get all intermediate states. To guarantee that, send-on-change must be used when subscribing.
To understand how this status relates to ETSI/J2735, please see the [wiki](https://github.com/rsmp-nordic/rsmp_sxl_traffic_lights/wiki/Signal-priority-and-ETSI-J2735).
All priorities are send on every status update, regardless of whether an interval, or sendOnChange (or both) is used.
When a priority reaches an end states (completed, timeout, rejected, cooldown or stale), it must be sent once on the next status update, then removed from the list.
A request always starts in the ‘received’ state. The following table shows the possible state transitions:

State      | Possible next states
---------- | -------------------------------------
received   | queued, activated, rejected, cooldown
queued     | activated, timeout
activated  | completed, stale
completed  |
timeout    |
rejected   |
cooldown   |
stale      |";status;array;"---
r:
  type: string
  description: ID of the priority request
t:
  type: timestamp
  description: |-
    Timestamp, indicating when the priority last changed state.
    Format according to W3C XML dateTime with a resolution of 3 decimal places.
    All time stamps in UTC. E.g. 2009-10-02T14:34:34.341Z
s:
  type: string
  description: Current status of the priority request
  values:
    received: A new priority request was received but has not yet been processed
    queued: The priority request has been queued for later activation
    activated: The priority was activated
    completed: The priority was cancelled as expected
    timeout: The priority has been queued for too long
    rejected: The priority request cannot be granted
    cooldown: A similar priority request means the priority request cannot be activated
      now
    stale: The priority has been active too long without cancellation, and was therefore
      removed
e:
  type: integer
  description: |-
    Estimated green extension provided by the priority, in seconds
    Only used when state is ‘completed’.
  optional: true
  min: 0
  max: 255
d:
  type: integer
  description: |-
    Estimated red reduction provided by the priority, in seconds
    Only used when state is ‘completed’.
  optional: true
  min: 0
  max: 255
";JSON array of priority status items;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0034;"Timeout for dynamic bands.
Time until a designated time plan is entered due to lost connection with the supervisor.
Disabled if set to '0'.
Used in conjunction with dynamic bands, M0014";status;integer;[0-65535];Timeout, in minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0091;"Operator logged in/out OP-panel.
Provides information if maintenance personnel is currently working on site.";user;integer;"-0
-1
-2";"0: Nobody logged in
1: Operator logged in at level 1 (read only)
2: Operator logged in at level 2 (read/write)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0092;"Operator logged in/out web-interface.
Provides information if maintenance personnel is currently working with the controller.";user;integer;"-0
-1
-2";"0: Nobody logged in
1: Operator logged in at level 1 (read only)
2: Operator logged in at level 2 (read/write)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0095;"Version of Traffic Light Controller.
Provides diagnostic version information.";status;string;[string];Manufacturer, product name and version of traffic light controller;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0096;"Current date and time.
Note: UTC is used.
Provides diagnostic information about the current date and time set in the controller.";year;integer;[0-9999];Year;month;integer;[1-12];Month;day;integer;[1-31];Day of month;hour;integer;[0-23];Hour;minute;integer;[0-59];Minute;second;integer;[0-59];Second;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0097;"Checksum of traffic parameters.
Can be used to check if any traffic parameter has been changed.
For instance, depending on controller, maintenance personnel can modify traffic parameters on site to optimize traffic flow. This status provides the ability to monitor if any traffic parameter has been changed. The traffic parameters may be downloaded with S0098.";checksum;string;[string];"Checksum of the traffic parameters
Uses SHA-2 as hashing algorithm
Includes
- all signal programs, including program versions
- signal group settings
- time plans
- safety matrix
- intergreen times
- detector settings

It should NOT include:
- network settings
- log files
- software
- other device settings that are not part of the signal program

Note:
- The checksum should be calculated using the same data as used in S0098
- Data Downloaded with S0098 and hashed with SHA-2 should match this value.";timestamp;timestamp;;Time stamp of the checksum. Format according to W3C XML dateTime with a resolution of 3 decimal places. All time stamps in UTC. E.g. 2009-10-02T14:34:34.341Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0098;"Configuration of traffic parameters.
Can be used to download all traffic parameters from the controller.
For instance, depending on controller, maintenance personnel can modify traffic parameters on site to optimize traffic flow. This status provides the ability to downloaded them.";config;base64;[base64];"Traffic parameters.
Includes
- all signal programs, including program versions
- signal group settings
- time plans
- safety matrix
- intergreen times
- detector setting

It should NOT include:
- network settings
- log files
- software
- other device settings that are not part of the signal program

Note:
- There is no way to upload this binary file to the TLC using RSMP
- The format of the binary file is not specified and is not expected to be compatible between suppliers";timestamp;timestamp;;Time stamp of the config. Format according to W3C XML dateTime with a resolution of 3 decimal places. All time stamps in UTC. E.g. 2009-10-02T14:34:34.341Z;version;string;[string];"Version information of the configuration. Contains basic information such as controller id, changes to config and other information.
The format is not specified in detail.";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Detector logic;;S0201;"Traffic Counting: Number of vehicles.
Used for Traffic counting.";starttime;timestamp;;Time stamp for start of measuring. Format according to W3C XML dateTime with a resolution of 3 decimal places. All time stamps in UTC. E.g. 2009-10-02T14:34:34.341Z;vehicles;integer;[0-65535];Number of vehicles on a given detector logic (since last update);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Detector logic;;S0202;"Traffic Counting: Vehicle speed.
Used for Traffic counting.";starttime;timestamp;;"Time stamp for start of measuring. Format according to W3C
XML dateTime with a resolution of 3 decimal places. All time stamps
in UTC. E.g. 2009-10-02T14:34:34.341Z";speed;integer;[0-65535];Average speed in km/h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Detector logic;;S0203;"Traffic Counting: Occupancy.
Used for Traffic counting.";starttime;timestamp;;"Time stamp for start of measuring. Format according to W3C
XML dateTime with a resolution of 3 decimal places. All time stamps
in UTC. E.g. 2009-10-02T14:34:34.341Z";occupancy;integer;[0-100];Occupancy in percent (0-100%);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Detector logic;;S0204;"Traffic Counting: Number of vehicles of given classification.
Used for Traffic counting.";starttime;timestamp;;"Time stamp for start of measuring. Format according to W3C
XML dateTime with a resolution of 3 decimal places. All time stamps
in UTC. E.g. 2009-10-02T14:34:34.341Z";P;integer;[0-65535];Number of cars;PS;integer;[0-65535];Number of cars with trailers;L;integer;[0-65535];Number of trucks;LS;integer;[0-65535];Number of trucks with trailers;B;integer;[0-65535];Number of buses;SP;integer;[0-65535];Number of trams;MC;integer;[0-65535];Number of motor cycles;C;integer;[0-65535];Number of bicycles;F;integer;[0-65535];Number of pedestrians
Traffic Light Controller;;S0205;"Traffic Counting: Number of vehicles.
This status was introduced to improve performance in case traffic counting is done on all all detectors.";start;timestamp;;Time stamp for start of measuring. Format according to W3C XML dateTime with a resolution of 3 decimal places. All time stamps in UTC. E.g. 2009-10-02T14:34:34.341Z;vehicles;integer;[-1-65535];"Number of vehicles.
- Value expressed as an integer with a range of 0-65535.
- Contains data from all detector logics. Each detector logic is separated with a comma.
- The value is set to “-1” if no data could be measured (e.g. detector fault)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0206;"Traffic Counting: Vehicle speed
This status was introduced to improve performance in case traffic counting is done on all all detectors.";start;timestamp;;"Time stamp for start of measuring. Format according to W3C
XML dateTime with a resolution of 3 decimal places. All time stamps
in UTC. E.g. 2009-10-02T14:34:34.341Z";speed;integer;[-1-65535];"Average speed in km/h (integer).
- Value expressed as an integer with a range of 0-65535.
- Contains data from all detector logics. Each detector logic is separated with a comma.
- The value is set to “-1” if no data could be measured (e.g. detector fault)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Traffic Light Controller;;S0207;"Traffic Counting: Occupancy.
This status was introduced to improve performance in case traffic counting is done on all all detectors.";start;timestamp;;"Time stamp for start of measuring. Format according to W3C
XML dateTime with a resolution of 3 decimal places. All time stamps
in UTC. E.g. 2009-10-02T14:34:34.341Z";occupancy;integer;[-1-100];"Occupancy in percent (%) (0-100)
- Value expressed as an integer with a range of 0-100.
- Contains data from all detector logics. Each detector logic is separated with a comma.
- The value is set to “-1” if no data could be measured (e.g. detector fault)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
